conversation_id,creator_id,conversation_date,ai_version,issue_type,issue_complexity,region,creator_segment,entry_channel,eligible_for_ai,ai_used,experiment_group,ai_response_time_sec,ai_contained,ai_response_quality,ai_error_flag,resolution_status,resolution_type,human_escalated,human_handling_time_min,csat_score,repeat_contact_7d,conversation_duration_min
CNV-2026-0003091,CRT-01027,2026-06-01,None,Creator Tools,Low,Other,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.12,5,False,6.14
CNV-2026-0003092,CRT-00698,2026-06-01,None,Shorts,Low,Southeast Asia,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.25,5,False,11.85
CNV-2026-0003093,CRT-00865,2026-06-01,V2,Shorts,Medium,UK,Emerging,Creator_Studio,True,True,Treatment_V2,1.97,False,Medium,False,Resolved,Human_Resolved,True,11.13,5,False,12.29
CNV-2026-0003094,CRT-01234,2026-06-01,V2,Monetization,Medium,India,Growth,Help_Center,True,True,Treatment_V2,2.62,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.88
CNV-2026-0003095,CRT-01043,2026-06-01,None,Monetization,High,India,Growth,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,13.82,4,False,16.06
CNV-2026-0003096,CRT-01137,2026-06-01,V1,Copyright,Medium,India,Growth,Help_Center,True,True,Control_V1,4.25,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.95
CNV-2026-0003097,CRT-01165,2026-06-01,V1,Policy,Low,India,Emerging,Help_Center,True,True,Control_V1,2.07,True,High,False,Resolved,AI_Resolved,False,0.0,,True,0.58
CNV-2026-0003098,CRT-00265,2026-06-01,V2,Policy,High,US,Established,Creator_Studio,True,True,Treatment_V2,2.04,True,Medium,False,Resolved,AI_Resolved,False,0.0,4,True,3.01
CNV-2026-0003099,CRT-00615,2026-06-01,V2,Copyright,Low,US,Emerging,Help_Center,True,True,Treatment_V2,2.71,True,High,False,Resolved,AI_Resolved,False,0.0,,True,2.58
CNV-2026-0003100,CRT-00573,2026-06-01,V2,Other,Medium,US,Growth,Creator_Studio,True,True,Treatment_V2,6.26,True,High,False,Resolved,AI_Resolved,False,0.0,5,True,2.97
CNV-2026-0003101,CRT-00738,2026-06-01,None,Copyright,Medium,India,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,14.3,,False,16.22
CNV-2026-0003102,CRT-00234,2026-06-01,V1,Memberships,Low,US,Growth,Help_Center,True,True,Control_V1,3.9,False,High,False,Unresolved,Unresolved_Escalated,True,8.15,,False,9.28
CNV-2026-0003103,CRT-01167,2026-06-01,None,Analytics,Medium,Other,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.56,,False,10.37
CNV-2026-0003104,CRT-01071,2026-06-01,V2,Monetization,Medium,US,Established,Mobile_App,True,True,Treatment_V2,3.13,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.46
CNV-2026-0003105,CRT-00633,2026-06-01,V2,Copyright,Low,Other,Emerging,Creator_Studio,True,True,Treatment_V2,4.02,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.06
CNV-2026-0003106,CRT-00477,2026-06-02,V1,Copyright,High,India,Emerging,Help_Center,True,True,Control_V1,3.94,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.75
CNV-2026-0003107,CRT-01301,2026-06-02,V2,Shorts,Low,Other,Emerging,Creator_Studio,True,True,Treatment_V2,2.93,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.95
CNV-2026-0003108,CRT-00675,2026-06-02,V1,Revenue & Payments,Low,India,Growth,Help_Center,True,True,Control_V1,2.04,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.09
CNV-2026-0003109,CRT-00998,2026-06-02,None,Analytics,Low,US,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.61,4,False,9.08
CNV-2026-0003110,CRT-00341,2026-06-02,None,Creator Tools,Low,US,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,3.94,,False,5.57
CNV-2026-0003111,CRT-00859,2026-06-02,V2,Creator Tools,Low,Other,Emerging,Mobile_App,True,True,Treatment_V2,2.48,False,High,False,Resolved,Human_Resolved,True,4.71,,False,7.15
CNV-2026-0003112,CRT-01228,2026-06-02,None,Shorts,Low,US,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.96,5,False,6.79
CNV-2026-0003113,CRT-01007,2026-06-02,V1,Creator Tools,Low,Other,Established,Creator_Studio,True,True,Control_V1,3.87,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.69
CNV-2026-0003114,CRT-01118,2026-06-02,None,Memberships,Low,Other,Established,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.01,,False,11.89
CNV-2026-0003115,CRT-00366,2026-06-02,V1,Revenue & Payments,High,Other,Emerging,Creator_Studio,True,True,Control_V1,4.92,False,High,False,Resolved,Human_Resolved,True,17.52,5,False,18.63
CNV-2026-0003116,CRT-01118,2026-06-02,V1,Monetization,Low,Other,Established,Help_Center,True,True,Control_V1,6.41,False,Low,True,Resolved,Human_Resolved,True,10.82,,False,13.45
CNV-2026-0003117,CRT-00095,2026-06-02,None,Monetization,High,Other,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,40.52,,False,41.03
CNV-2026-0003118,CRT-00665,2026-06-02,V1,Copyright,Medium,Other,Emerging,Mobile_App,True,True,Control_V1,6.28,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.58
CNV-2026-0003119,CRT-01076,2026-06-02,V2,Channel Access,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Treatment_V2,2.94,True,High,False,Unresolved,Unresolved_Contained,False,0.0,2,False,1.03
CNV-2026-0003120,CRT-00489,2026-06-02,None,Revenue & Payments,Medium,Other,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.93,5,False,11.63
CNV-2026-0003121,CRT-01084,2026-06-02,None,Creator Tools,Low,US,Established,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.83,,False,10.56
CNV-2026-0003122,CRT-00395,2026-06-02,None,Monetization,Medium,India,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.29,5,False,17.77
CNV-2026-0003123,CRT-00215,2026-06-02,None,Policy,High,India,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,29.48,5,False,30.12
CNV-2026-0003124,CRT-01088,2026-06-02,V1,Memberships,Medium,US,Growth,Help_Center,True,True,Control_V1,11.3,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.27
CNV-2026-0003125,CRT-00113,2026-06-02,V2,Policy,Medium,Canada,Emerging,Creator_Studio,True,True,Treatment_V2,2.89,False,Medium,False,Resolved,Human_Resolved,True,22.79,,False,23.99
CNV-2026-0003126,CRT-01398,2026-06-02,V2,Other,Medium,US,Established,Creator_Studio,True,True,Treatment_V2,3.35,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.72
CNV-2026-0003127,CRT-01471,2026-06-02,None,Monetization,Medium,India,Established,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.35,,False,13.91
CNV-2026-0003128,CRT-00010,2026-06-02,None,Monetization,Medium,Canada,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,15.32,5,True,16.32
CNV-2026-0003129,CRT-00557,2026-06-02,V2,Creator Tools,Low,Other,Emerging,Creator_Studio,True,True,Treatment_V2,2.47,True,High,False,Resolved,AI_Resolved,False,0.0,,True,2.06
CNV-2026-0003130,CRT-00448,2026-06-02,V2,Copyright,Low,Other,Growth,Help_Center,True,True,Treatment_V2,1.47,True,High,False,Resolved,AI_Resolved,False,0.0,,True,1.7
CNV-2026-0003131,CRT-01397,2026-06-02,V1,Channel Access,Medium,Other,Growth,Creator_Studio,True,True,Control_V1,3.86,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.12
CNV-2026-0003132,CRT-01211,2026-06-03,V1,Memberships,Low,Other,Growth,Help_Center,True,True,Control_V1,4.95,True,Medium,False,Resolved,AI_Resolved,False,0.0,4,False,0.78
CNV-2026-0003133,CRT-00643,2026-06-03,V2,Monetization,Medium,Canada,Emerging,Creator_Studio,True,True,Treatment_V2,1.38,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.83
CNV-2026-0003134,CRT-00987,2026-06-03,None,Shorts,Low,Canada,Emerging,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.54,5,False,9.22
CNV-2026-0003135,CRT-00050,2026-06-03,V1,Monetization,Low,US,Emerging,Creator_Studio,True,True,Control_V1,2.94,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,0.66
CNV-2026-0003136,CRT-01102,2026-06-03,V2,Channel Access,High,UK,Emerging,Creator_Studio,True,True,Treatment_V2,2.87,False,High,False,Unresolved,Unresolved_Escalated,True,11.37,,False,12.16
CNV-2026-0003137,CRT-00924,2026-06-03,None,Revenue & Payments,Medium,US,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,19.16,,False,20.51
CNV-2026-0003138,CRT-01169,2026-06-03,None,Channel Access,High,Southeast Asia,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,48.65,5,False,50.48
CNV-2026-0003139,CRT-00602,2026-06-03,None,Monetization,Low,US,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,2.66,5,False,4.34
CNV-2026-0003140,CRT-00871,2026-06-03,V1,Shorts,Low,India,Growth,Help_Center,True,True,Control_V1,9.01,False,High,False,Resolved,Human_Resolved,True,7.81,,False,10.71
CNV-2026-0003141,CRT-00135,2026-06-03,None,Shorts,Low,Other,Growth,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.45,5,False,9.21
CNV-2026-0003142,CRT-00534,2026-06-03,V1,Creator Tools,Low,India,Growth,Help_Center,True,True,Control_V1,2.58,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.0
CNV-2026-0003143,CRT-01188,2026-06-03,V2,Creator Tools,Low,UK,Large,Creator_Studio,True,True,Treatment_V2,1.57,False,High,False,Resolved,Human_Resolved,True,8.18,5,False,10.87
CNV-2026-0003144,CRT-00255,2026-06-03,V2,Policy,High,India,Emerging,Creator_Studio,True,True,Treatment_V2,3.13,True,High,False,Unresolved,Unresolved_Contained,False,0.0,,False,1.96
CNV-2026-0003145,CRT-01161,2026-06-03,V2,Policy,Low,Other,Emerging,Help_Center,True,True,Treatment_V2,4.01,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.41
CNV-2026-0003146,CRT-01360,2026-06-03,None,Creator Tools,Medium,India,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,19.16,,False,21.64
CNV-2026-0003147,CRT-00189,2026-06-03,None,Policy,Medium,Southeast Asia,Growth,Email_Form,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.74,,False,12.25
CNV-2026-0003148,CRT-00828,2026-06-03,V2,Analytics,Medium,US,Emerging,Creator_Studio,True,True,Treatment_V2,2.22,True,High,False,Abandoned,Abandoned,False,0.0,,True,1.6
CNV-2026-0003149,CRT-01463,2026-06-03,None,Policy,Low,US,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.24,,False,10.63
CNV-2026-0003150,CRT-00680,2026-06-03,None,Copyright,Low,Other,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.78,,False,14.34
CNV-2026-0003151,CRT-01210,2026-06-03,V2,Shorts,Low,UK,Emerging,Creator_Studio,True,True,Treatment_V2,3.82,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.66
CNV-2026-0003152,CRT-01400,2026-06-03,V1,Copyright,Medium,India,Emerging,Email_Form,True,True,Control_V1,8.83,False,High,False,Unresolved,Unresolved_Escalated,True,20.29,,True,21.55
CNV-2026-0003153,CRT-00888,2026-06-04,None,Monetization,Medium,US,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,18.42,5,False,20.59
CNV-2026-0003154,CRT-01367,2026-06-04,V2,Other,Low,India,Emerging,Help_Center,True,True,Treatment_V2,2.66,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.49
CNV-2026-0003155,CRT-00406,2026-06-04,None,Copyright,Medium,India,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.46,,False,14.87
CNV-2026-0003156,CRT-00693,2026-06-04,V1,Monetization,High,Canada,Emerging,Mobile_App,True,True,Control_V1,8.33,False,Medium,False,Resolved,Human_Resolved,True,22.61,,False,24.23
CNV-2026-0003157,CRT-00471,2026-06-04,V2,Policy,Medium,India,Emerging,Mobile_App,True,True,Treatment_V2,2.43,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.0
CNV-2026-0003158,CRT-00174,2026-06-04,V2,Analytics,Low,US,Established,Creator_Studio,True,True,Treatment_V2,2.48,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.79
CNV-2026-0003159,CRT-00107,2026-06-04,V2,Monetization,Medium,Other,Emerging,Help_Center,True,True,Treatment_V2,1.76,True,High,False,Unresolved,Unresolved_Contained,False,0.0,1,True,1.24
CNV-2026-0003160,CRT-00705,2026-06-04,V1,Creator Tools,Low,India,Emerging,Creator_Studio,True,True,Control_V1,2.71,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.33
CNV-2026-0003161,CRT-01046,2026-06-04,V1,Monetization,Medium,India,Emerging,Creator_Studio,True,True,Control_V1,6.15,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.31
CNV-2026-0003162,CRT-00128,2026-06-04,V1,Revenue & Payments,Medium,US,Emerging,Help_Center,True,True,Control_V1,4.74,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.39
CNV-2026-0003163,CRT-01297,2026-06-04,None,Revenue & Payments,Medium,UK,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,15.79,,False,18.3
CNV-2026-0003164,CRT-00275,2026-06-04,None,Monetization,Medium,UK,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,15.91,5,False,17.39
CNV-2026-0003165,CRT-00481,2026-06-04,V1,Shorts,Low,Other,Emerging,Creator_Studio,True,True,Control_V1,3.2,True,High,False,Unresolved,Unresolved_Contained,False,0.0,,True,0.98
CNV-2026-0003166,CRT-01083,2026-06-04,V1,Policy,Low,US,Established,Creator_Studio,True,True,Control_V1,3.63,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.69
CNV-2026-0003167,CRT-00830,2026-06-04,V2,Analytics,Medium,India,Emerging,Creator_Studio,True,True,Treatment_V2,1.67,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.4
CNV-2026-0003168,CRT-00933,2026-06-04,V2,Shorts,Low,Southeast Asia,Emerging,Creator_Studio,True,True,Treatment_V2,1.29,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.32
CNV-2026-0003169,CRT-01475,2026-06-04,V1,Shorts,Low,Southeast Asia,Growth,Creator_Studio,True,True,Control_V1,4.35,False,High,False,Resolved,Human_Resolved,True,10.44,,False,11.51
CNV-2026-0003170,CRT-00168,2026-06-04,V2,Memberships,Medium,US,Established,Mobile_App,True,True,Treatment_V2,1.82,False,Medium,False,Resolved,Human_Resolved,True,15.66,,True,16.79
CNV-2026-0003171,CRT-00958,2026-06-04,V1,Copyright,High,US,Growth,Creator_Studio,True,True,Control_V1,4.54,False,Medium,False,Unresolved,Unresolved_Escalated,True,35.34,,False,37.8
CNV-2026-0003172,CRT-00332,2026-06-04,V1,Analytics,Low,Other,Emerging,Mobile_App,True,True,Control_V1,7.56,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.54
CNV-2026-0003173,CRT-00498,2026-06-04,None,Creator Tools,Medium,India,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.79,5,False,8.35
CNV-2026-0003174,CRT-00608,2026-06-04,None,Copyright,Medium,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,18.19,,False,19.41
CNV-2026-0003175,CRT-01116,2026-06-04,V2,Revenue & Payments,High,India,Emerging,Creator_Studio,True,True,Treatment_V2,5.44,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.15
CNV-2026-0003176,CRT-00154,2026-06-04,V2,Copyright,Medium,US,Growth,Creator_Studio,True,True,Treatment_V2,1.37,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.17
CNV-2026-0003177,CRT-00794,2026-06-04,V1,Creator Tools,Medium,India,Emerging,Help_Center,True,True,Control_V1,4.99,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.96
CNV-2026-0003178,CRT-01182,2026-06-04,None,Memberships,Low,Other,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.35,5,False,11.74
CNV-2026-0003179,CRT-01119,2026-06-04,V1,Creator Tools,Medium,Other,Emerging,Creator_Studio,True,True,Control_V1,2.73,True,High,False,Abandoned,Abandoned,False,0.0,2,False,1.6
CNV-2026-0003180,CRT-01046,2026-06-04,V1,Copyright,Medium,India,Emerging,Creator_Studio,True,True,Control_V1,5.39,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.21
CNV-2026-0003181,CRT-01044,2026-06-04,V2,Monetization,High,US,Growth,Help_Center,True,True,Treatment_V2,1.54,False,Low,False,Resolved,Human_Resolved,True,40.49,4,False,42.3
CNV-2026-0003182,CRT-00378,2026-06-05,None,Analytics,Medium,India,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.9,5,False,7.2
CNV-2026-0003183,CRT-01330,2026-06-05,V1,Revenue & Payments,Medium,Canada,Emerging,Creator_Studio,True,True,Control_V1,1.76,False,High,False,Resolved,Human_Resolved,True,24.75,5,False,25.61
CNV-2026-0003184,CRT-01068,2026-06-05,V1,Creator Tools,Low,US,Growth,Creator_Studio,True,True,Control_V1,3.24,False,High,False,Resolved,Human_Resolved,True,6.69,5,False,7.72
CNV-2026-0003185,CRT-01086,2026-06-05,None,Memberships,Low,India,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.88,,False,7.61
CNV-2026-0003186,CRT-01288,2026-06-05,None,Analytics,High,Southeast Asia,Emerging,Email_Form,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,36.15,,False,37.15
CNV-2026-0003187,CRT-00004,2026-06-05,V1,Creator Tools,Medium,India,Growth,Creator_Studio,True,True,Control_V1,3.39,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.96
CNV-2026-0003188,CRT-01326,2026-06-05,None,Policy,Low,Canada,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.31,,False,7.71
CNV-2026-0003189,CRT-00552,2026-06-05,None,Copyright,Medium,US,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.74,,False,5.63
CNV-2026-0003190,CRT-00982,2026-06-05,V2,Shorts,Low,US,Established,Mobile_App,True,True,Treatment_V2,1.78,True,High,False,Resolved,AI_Resolved,False,0.0,4,True,2.86
CNV-2026-0003191,CRT-00240,2026-06-05,V2,Policy,Medium,Canada,Emerging,Creator_Studio,True,True,Treatment_V2,1.81,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.63
CNV-2026-0003192,CRT-01304,2026-06-05,V2,Channel Access,Medium,Southeast Asia,Emerging,Help_Center,True,True,Treatment_V2,2.67,True,High,False,Resolved,AI_Resolved,False,0.0,,True,1.17
CNV-2026-0003193,CRT-00555,2026-06-05,None,Monetization,High,India,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,31.58,,False,33.75
CNV-2026-0003194,CRT-01228,2026-06-05,V1,Policy,Low,US,Growth,Creator_Studio,True,True,Control_V1,5.19,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.39
CNV-2026-0003195,CRT-00770,2026-06-05,None,Revenue & Payments,High,Other,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,31.78,,False,33.52
CNV-2026-0003196,CRT-00896,2026-06-05,V2,Creator Tools,High,Other,Established,Help_Center,True,True,Treatment_V2,1.91,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.0
CNV-2026-0003197,CRT-01287,2026-06-05,None,Channel Access,Medium,UK,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,3.17,,False,5.78
CNV-2026-0003198,CRT-00290,2026-06-05,V2,Memberships,Medium,US,Emerging,Creator_Studio,True,True,Treatment_V2,2.24,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.76
CNV-2026-0003199,CRT-01448,2026-06-05,V2,Revenue & Payments,Medium,Canada,Growth,Creator_Studio,True,True,Treatment_V2,1.75,True,Low,False,Unresolved,Unresolved_Contained,False,0.0,,True,1.67
CNV-2026-0003200,CRT-00950,2026-06-06,V2,Analytics,Low,Southeast Asia,Emerging,Creator_Studio,True,True,Treatment_V2,2.01,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.39
CNV-2026-0003201,CRT-00540,2026-06-06,V1,Copyright,High,Canada,Established,Help_Center,True,True,Control_V1,8.56,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,,False,3.0
CNV-2026-0003202,CRT-00548,2026-06-06,None,Policy,Medium,Southeast Asia,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,34.15,,False,36.96
CNV-2026-0003203,CRT-01372,2026-06-06,None,Monetization,Low,India,Established,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,17.09,,False,19.13
CNV-2026-0003204,CRT-00038,2026-06-06,V2,Copyright,High,Canada,Growth,Creator_Studio,True,True,Treatment_V2,2.36,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.9
CNV-2026-0003205,CRT-01347,2026-06-06,V2,Shorts,Low,US,Emerging,Creator_Studio,True,True,Treatment_V2,2.29,True,High,False,Resolved,AI_Resolved,False,0.0,4,True,2.1
CNV-2026-0003206,CRT-00435,2026-06-06,None,Monetization,Low,UK,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.09,,False,11.73
CNV-2026-0003207,CRT-01012,2026-06-06,V2,Shorts,High,India,Growth,Help_Center,True,True,Treatment_V2,5.12,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,,False,2.81
CNV-2026-0003208,CRT-01423,2026-06-06,V2,Revenue & Payments,Low,US,Growth,Creator_Studio,True,True,Treatment_V2,2.39,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.63
CNV-2026-0003209,CRT-00374,2026-06-06,V2,Channel Access,Low,Other,Emerging,Creator_Studio,True,True,Treatment_V2,2.23,False,Medium,False,Resolved,Human_Resolved,True,4.99,,False,5.71
CNV-2026-0003210,CRT-00766,2026-06-06,V2,Monetization,Low,US,Emerging,Help_Center,True,True,Treatment_V2,0.93,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.61
CNV-2026-0003211,CRT-00068,2026-06-06,V1,Policy,Medium,US,Emerging,Help_Center,True,True,Control_V1,4.25,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.39
CNV-2026-0003212,CRT-00339,2026-06-06,V1,Shorts,Low,Canada,Emerging,Creator_Studio,True,True,Control_V1,3.28,False,Medium,False,Resolved,Human_Resolved,True,8.82,,False,10.08
CNV-2026-0003213,CRT-01058,2026-06-06,None,Creator Tools,Medium,US,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.11,,False,10.63
CNV-2026-0003214,CRT-01385,2026-06-06,V2,Revenue & Payments,Medium,Southeast Asia,Large,Creator_Studio,True,True,Treatment_V2,2.64,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.16
CNV-2026-0003215,CRT-01061,2026-06-06,V1,Memberships,Medium,Southeast Asia,Large,Help_Center,True,True,Control_V1,2.82,False,Low,False,Resolved,Human_Resolved,True,14.28,5,False,17.13
CNV-2026-0003216,CRT-00128,2026-06-06,V2,Channel Access,Low,US,Emerging,Help_Center,True,True,Treatment_V2,1.14,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,,False,3.01
CNV-2026-0003217,CRT-01187,2026-06-06,None,Monetization,Medium,US,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.74,,False,14.34
CNV-2026-0003218,CRT-00086,2026-06-06,None,Channel Access,High,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,45.66,,False,48.2
CNV-2026-0003219,CRT-01160,2026-06-06,V2,Channel Access,High,US,Established,Help_Center,True,True,Treatment_V2,2.97,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.18
CNV-2026-0003220,CRT-00216,2026-06-07,None,Memberships,Medium,Canada,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,27.83,5,False,29.95
CNV-2026-0003221,CRT-00322,2026-06-07,V1,Copyright,Medium,India,Growth,Creator_Studio,True,True,Control_V1,5.62,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,0.93
CNV-2026-0003222,CRT-01466,2026-06-07,None,Revenue & Payments,Medium,Southeast Asia,Growth,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,13.44,,False,16.1
CNV-2026-0003223,CRT-00227,2026-06-07,V2,Other,Medium,India,Emerging,Creator_Studio,True,True,Treatment_V2,2.54,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.62
CNV-2026-0003224,CRT-00067,2026-06-07,None,Policy,High,US,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,38.08,,False,40.39
CNV-2026-0003225,CRT-01180,2026-06-07,None,Creator Tools,Medium,India,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,15.16,,True,17.26
CNV-2026-0003226,CRT-00651,2026-06-07,V2,Other,Medium,UK,Emerging,Creator_Studio,True,True,Treatment_V2,3.26,True,High,False,Abandoned,Abandoned,False,0.0,,False,2.51
CNV-2026-0003227,CRT-01060,2026-06-07,V1,Copyright,Low,US,Growth,Creator_Studio,True,True,Control_V1,3.53,False,Medium,False,Resolved,Human_Resolved,True,10.73,5,True,12.23
CNV-2026-0003228,CRT-00675,2026-06-07,V2,Revenue & Payments,Low,India,Growth,Creator_Studio,True,True,Treatment_V2,1.89,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.04
CNV-2026-0003229,CRT-00551,2026-06-07,V1,Memberships,Low,Other,Growth,Help_Center,True,True,Control_V1,3.08,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.08
CNV-2026-0003230,CRT-01176,2026-06-07,V2,Channel Access,Medium,Southeast Asia,Growth,Email_Form,True,True,Treatment_V2,2.44,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.04
CNV-2026-0003231,CRT-00337,2026-06-07,V1,Other,Low,US,Emerging,Mobile_App,True,True,Control_V1,5.92,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.07
