creator_id,creator_segment,region,channel_size,creator_tenure_months
CRT-01447,Established,India,100000,119
CRT-01448,Growth,Canada,71138,79
CRT-01449,Growth,Other,31453,40
CRT-01450,Emerging,Other,1958,71
CRT-01451,Established,US,131241,49
CRT-01452,Growth,Canada,38604,19
CRT-01453,Established,US,158219,105
CRT-01454,Established,Other,167710,107
CRT-01455,Emerging,Southeast Asia,2183,101
CRT-01456,Emerging,India,363,45
CRT-01457,Emerging,US,4806,31
CRT-01458,Emerging,US,1549,6
CRT-01459,Established,US,428723,88
CRT-01460,Emerging,Other,566,40
CRT-01461,Established,Canada,114245,108
CRT-01462,Growth,Other,15048,105
CRT-01463,Emerging,US,1636,16
CRT-01464,Emerging,Southeast Asia,1412,111
CRT-01465,Growth,US,21328,17
CRT-01466,Growth,Southeast Asia,16203,59
CRT-01467,Emerging,India,486,57
CRT-01468,Emerging,US,1288,115
CRT-01469,Growth,Southeast Asia,21315,79
CRT-01470,Emerging,US,773,106
CRT-01471,Established,India,502953,72
CRT-01472,Emerging,UK,1254,100
CRT-01473,Emerging,US,3699,103
CRT-01474,Growth,Other,20606,104
CRT-01475,Growth,Southeast Asia,30405,50
CRT-01476,Growth,Other,26167,46
CRT-01477,Emerging,UK,344,119
CRT-01478,Large,UK,5388819,91
CRT-01479,Growth,UK,25145,111
CRT-01480,Growth,Other,39073,70
CRT-01481,Emerging,Southeast Asia,733,112
CRT-01482,Emerging,US,1173,87
CRT-01483,Growth,US,17440,90
CRT-01484,Emerging,Southeast Asia,3600,22
CRT-01485,Growth,US,31435,69
CRT-01486,Emerging,US,1796,88
CRT-01487,Large,US,5130578,92
CRT-01488,Growth,Southeast Asia,47962,115
CRT-01489,Established,US,314646,40
CRT-01490,Growth,Southeast Asia,13215,37
CRT-01491,Emerging,Canada,767,117
CRT-01492,Established,Other,108843,119
CRT-01493,Growth,India,38706,22
CRT-01494,Established,Southeast Asia,220221,46
CRT-01495,Emerging,Southeast Asia,440,114
CRT-01496,Growth,India,24480,24
CRT-01497,Established,UK,100000,94
CRT-01498,Growth,US,26197,14
CRT-01499,Emerging,Other,356,22
CRT-01500,Growth,US,35045,95
