creator_id,creator_segment,region,channel_size,creator_tenure_months
CRT-10630,Growth,Other,22517,15
CRT-10631,Emerging,Other,884,20
CRT-10632,Emerging,Other,781,46
CRT-10633,Large,US,1000000,85
CRT-10634,Growth,Other,60346,120
CRT-10635,Growth,Other,18434,10
CRT-10636,Emerging,UK,5306,76
CRT-10637,Large,US,2125457,111
CRT-10638,Established,India,189189,41
CRT-10639,Growth,US,28248,107
CRT-10640,Emerging,US,3526,36
CRT-10641,Growth,Other,17549,67
CRT-10642,Established,Other,269659,26
CRT-10643,Established,Other,194214,100
CRT-10644,Large,US,2629506,14
CRT-10645,Growth,UK,24288,69
CRT-10646,Emerging,India,1003,21
CRT-10647,Growth,India,34983,25
CRT-10648,Established,India,100000,44
CRT-10649,Emerging,Other,4085,12
CRT-10650,Emerging,Canada,1460,52
CRT-10651,Growth,Other,20440,38
CRT-10652,Emerging,US,1798,46
CRT-10653,Established,India,131045,21
CRT-10654,Emerging,Southeast Asia,1426,19
CRT-10655,Emerging,UK,1433,88
CRT-10656,Emerging,Other,3664,34
CRT-10657,Growth,US,30928,69
CRT-10658,Growth,US,15370,54
CRT-10659,Growth,Other,35975,38
CRT-10660,Growth,Southeast Asia,38580,11
CRT-10661,Emerging,Southeast Asia,368,63
CRT-10662,Growth,Other,14852,7
CRT-10663,Large,Canada,8095997,33
CRT-10664,Established,Canada,162914,96
CRT-10665,Emerging,US,1046,17
CRT-10666,Growth,UK,26437,24
CRT-10667,Emerging,India,802,101
CRT-10668,Emerging,Southeast Asia,324,37
CRT-10669,Emerging,Southeast Asia,545,59
CRT-10670,Emerging,US,803,13
CRT-10671,Emerging,India,895,56
CRT-10672,Established,India,125286,23
CRT-10673,Emerging,Southeast Asia,406,49
CRT-10674,Growth,US,20398,101
CRT-10675,Established,Other,388153,65
CRT-10676,Growth,India,19226,111
CRT-10677,Growth,India,24559,116
CRT-10678,Growth,UK,55377,50
CRT-10679,Emerging,UK,772,33
CRT-10680,Emerging,India,9999,26
CRT-10681,Growth,US,42023,75
CRT-10682,Established,US,208221,84
CRT-10683,Established,US,171298,94
CRT-10684,Established,US,444743,25
CRT-10685,Growth,Southeast Asia,19022,80
CRT-10686,Growth,Southeast Asia,21669,82
CRT-10687,Established,US,521448,60
CRT-10688,Established,UK,158687,83
CRT-10689,Growth,US,21304,59
CRT-10690,Large,Other,1247077,96
CRT-10691,Established,Southeast Asia,100000,37
CRT-10692,Growth,Southeast Asia,44686,31
CRT-10693,Emerging,US,1294,74
CRT-10694,Emerging,Southeast Asia,3151,39
CRT-10695,Established,India,179631,61
CRT-10696,Emerging,Other,955,31
CRT-10697,Growth,US,19308,30
CRT-10698,Growth,India,37872,77
CRT-10699,Established,Canada,122697,34
CRT-10700,Established,Southeast Asia,250371,118
CRT-10701,Growth,Southeast Asia,27420,98
CRT-10702,Emerging,Other,581,51
CRT-10703,Emerging,India,935,30
CRT-10704,Growth,US,27038,41
CRT-10705,Emerging,Other,1044,54
CRT-10706,Growth,US,69399,70
CRT-10707,Large,Canada,2337302,44
CRT-10708,Growth,US,24390,43
CRT-10709,Growth,US,22436,60
CRT-10710,Growth,India,23989,14
CRT-10711,Established,Other,138042,5
CRT-10712,Emerging,US,693,60
CRT-10713,Growth,US,36290,87
CRT-10714,Emerging,US,4591,71
CRT-10715,Growth,US,21475,10
CRT-10716,Emerging,US,1888,52
CRT-10717,Growth,Other,19300,66
CRT-10718,Growth,UK,28335,92
CRT-10719,Emerging,India,470,81
CRT-10720,Growth,US,17557,82
CRT-10721,Emerging,US,657,1
CRT-10722,Emerging,India,1192,56
CRT-10723,Emerging,India,525,112
CRT-10724,Emerging,Other,223,114
CRT-10725,Large,US,1000000,93
CRT-10726,Large,India,1754712,71
CRT-10727,Growth,UK,18101,99
CRT-10728,Growth,India,20139,44
CRT-10729,Established,Canada,232975,55
CRT-10730,Established,Canada,121462,46
CRT-10731,Growth,US,25847,13
CRT-10732,Emerging,Other,7400,3
CRT-10733,Growth,India,22236,40
CRT-10734,Large,US,1717081,81
CRT-10735,Emerging,UK,1815,86
CRT-10736,Growth,Canada,17874,90
CRT-10737,Emerging,US,834,68
CRT-10738,Emerging,India,1241,27
CRT-10739,Growth,Other,29644,102
CRT-10740,Emerging,UK,636,93
CRT-10741,Established,Southeast Asia,277864,25
CRT-10742,Established,Southeast Asia,502822,82
CRT-10743,Emerging,Southeast Asia,289,28
CRT-10744,Established,UK,251430,7
CRT-10745,Established,US,188187,7
CRT-10746,Growth,India,23189,32
CRT-10747,Growth,Southeast Asia,31670,27
CRT-10748,Established,Canada,454776,120
CRT-10749,Emerging,Canada,1645,115
CRT-10750,Emerging,Southeast Asia,2885,1
CRT-10751,Emerging,Southeast Asia,1298,119
CRT-10752,Emerging,India,1793,111
CRT-10753,Growth,Other,20497,115
CRT-10754,Emerging,Other,1380,99
CRT-10755,Growth,Other,23482,15
CRT-10756,Growth,Other,28379,88
CRT-10757,Established,Other,100000,91
CRT-10758,Growth,US,15404,67
CRT-10759,Established,Southeast Asia,405497,13
CRT-10760,Established,Southeast Asia,458834,31
CRT-10761,Emerging,India,335,63
CRT-10762,Growth,Other,20261,20
CRT-10763,Emerging,India,736,117
CRT-10764,Established,US,231424,7
CRT-10765,Growth,US,25799,65
CRT-10766,Emerging,US,2308,68
CRT-10767,Emerging,India,454,56
CRT-10768,Emerging,US,1772,106
CRT-10769,Established,US,162703,14
CRT-10770,Established,India,127727,19
CRT-10771,Emerging,Southeast Asia,1907,8
CRT-10772,Emerging,Southeast Asia,1099,29
CRT-10773,Emerging,US,1235,5
CRT-10774,Growth,Other,52479,18
CRT-10775,Emerging,US,1417,74
CRT-10776,Emerging,UK,6348,75
CRT-10777,Established,Other,100000,89
CRT-10778,Growth,Other,26774,92
CRT-10779,Growth,Southeast Asia,15432,92
CRT-10780,Growth,US,16914,101
CRT-10781,Growth,Other,19384,91
CRT-10782,Growth,Southeast Asia,42671,29
CRT-10783,Emerging,Canada,967,120
CRT-10784,Emerging,India,537,85
CRT-10785,Large,Other,3146517,14
CRT-10786,Established,Other,100000,55
CRT-10787,Growth,Canada,62069,110
CRT-10788,Emerging,Other,476,119
CRT-10789,Emerging,India,1064,117
CRT-10790,Emerging,US,6244,85
CRT-10791,Established,UK,163608,70
CRT-10792,Established,UK,256319,13
CRT-10793,Growth,India,25469,71
CRT-10794,Large,US,1980924,37
CRT-10795,Emerging,UK,695,33
CRT-10796,Growth,US,33745,82
CRT-10797,Emerging,Canada,3873,29
CRT-10798,Emerging,Other,283,84
CRT-10799,Established,US,114164,52
CRT-10800,Established,Other,142689,48
CRT-10801,Emerging,US,658,35
CRT-10802,Emerging,Southeast Asia,2239,36
CRT-10803,Growth,Other,19870,95
CRT-10804,Emerging,US,1429,31
CRT-10805,Growth,US,56701,78
CRT-10806,Growth,Other,10966,39
CRT-10807,Emerging,US,1726,82
CRT-10808,Emerging,India,1214,11
CRT-10809,Emerging,India,1217,111
CRT-10810,Established,US,115492,44
CRT-10811,Emerging,US,987,21
CRT-10812,Growth,Other,26796,20
CRT-10813,Emerging,Southeast Asia,1156,90
CRT-10814,Growth,India,38122,27
CRT-10815,Emerging,UK,558,34
CRT-10816,Emerging,India,438,28
CRT-10817,Growth,India,10000,37
CRT-10818,Growth,Other,28873,21
CRT-10819,Emerging,Canada,2453,71
CRT-10820,Emerging,Southeast Asia,523,61
CRT-10821,Large,Southeast Asia,1000000,11
CRT-10822,Emerging,Other,6068,80
CRT-10823,Emerging,Southeast Asia,3721,111
CRT-10824,Emerging,India,3893,105
CRT-10825,Emerging,India,1771,40
CRT-10826,Growth,US,38280,63
CRT-10827,Growth,Other,23306,53
CRT-10828,Growth,UK,13202,7
CRT-10829,Growth,India,13540,67
CRT-10830,Emerging,India,1342,40
CRT-10831,Growth,Other,42723,104
CRT-10832,Emerging,India,1171,64
CRT-10833,Emerging,Canada,2180,44
CRT-10834,Growth,Other,25723,87
CRT-10835,Emerging,Other,1708,22
CRT-10836,Emerging,India,2481,28
CRT-10837,Emerging,Canada,3884,72
CRT-10838,Growth,India,31028,91
CRT-10839,Emerging,Other,6320,98
CRT-10840,Growth,US,23943,89
CRT-10841,Established,Southeast Asia,439864,83
CRT-10842,Growth,Southeast Asia,35999,90
CRT-10843,Emerging,Other,309,96
CRT-10844,Established,US,464251,80
CRT-10845,Emerging,US,642,62
CRT-10846,Established,Other,171217,28
CRT-10847,Growth,India,41629,91
CRT-10848,Emerging,India,738,71
CRT-10849,Established,US,190490,23
CRT-10850,Growth,Other,37369,34
CRT-10851,Growth,UK,17834,118
CRT-10852,Emerging,UK,1109,110
CRT-10853,Growth,Other,22545,9
CRT-10854,Growth,Other,43563,7
CRT-10855,Established,India,509401,104
CRT-10856,Emerging,US,555,82
CRT-10857,Growth,UK,27969,62
CRT-10858,Growth,UK,20700,105
CRT-10859,Growth,US,27323,58
CRT-10860,Growth,Other,65079,41
CRT-10861,Emerging,India,1815,22
CRT-10862,Growth,India,20302,31
CRT-10863,Emerging,Southeast Asia,448,35
CRT-10864,Emerging,Other,2978,14
CRT-10865,Growth,US,21384,51
CRT-10866,Emerging,India,719,63
CRT-10867,Emerging,Southeast Asia,1708,88
CRT-10868,Emerging,Other,2128,23
CRT-10869,Growth,India,22375,119
CRT-10870,Large,India,1022587,71
CRT-10871,Growth,Other,53331,23
CRT-10872,Emerging,UK,2314,69
CRT-10873,Established,US,359457,61
CRT-10874,Emerging,US,1006,16
CRT-10875,Large,UK,1109295,62
CRT-10876,Growth,India,20611,84
CRT-10877,Emerging,US,395,4
CRT-10878,Growth,India,22759,111
CRT-10879,Emerging,Other,780,115
CRT-10880,Established,Canada,189734,112
CRT-10881,Emerging,Southeast Asia,1393,117
CRT-10882,Established,US,209907,18
CRT-10883,Growth,India,20076,22
CRT-10884,Established,Other,100000,99
CRT-10885,Established,UK,100000,14
CRT-10886,Emerging,US,1566,90
CRT-10887,Growth,Canada,28786,13
CRT-10888,Established,US,100000,116
CRT-10889,Emerging,India,4192,67
CRT-10890,Emerging,US,2611,30
CRT-10891,Emerging,Other,591,25
CRT-10892,Emerging,Canada,1656,70
CRT-10893,Established,India,183117,21
CRT-10894,Growth,India,30693,65
CRT-10895,Growth,Other,29319,91
CRT-10896,Large,US,3172939,100
CRT-10897,Emerging,US,4373,118
CRT-10898,Growth,Other,31244,10
CRT-10899,Emerging,Other,2051,103
CRT-10900,Emerging,US,4323,63
CRT-10901,Emerging,US,871,99
CRT-10902,Emerging,Canada,634,55
CRT-10903,Emerging,US,2292,59
CRT-10904,Growth,UK,14596,119
CRT-10905,Emerging,UK,701,56
CRT-10906,Emerging,UK,4464,99
CRT-10907,Growth,India,11396,100
CRT-10908,Emerging,Other,1706,115
CRT-10909,Established,Other,100000,19
CRT-10910,Established,UK,254311,84
CRT-10911,Growth,India,67252,83
CRT-10912,Growth,Other,16214,29
CRT-10913,Growth,India,10000,63
CRT-10914,Growth,US,32154,80
CRT-10915,Established,US,136414,40
CRT-10916,Large,India,1743036,101
CRT-10917,Emerging,US,1793,75
CRT-10918,Growth,Canada,35648,36
CRT-10919,Established,US,280312,93
CRT-10920,Emerging,India,1310,70
CRT-10921,Growth,Other,33451,116
CRT-10922,Growth,US,24489,13
CRT-10923,Growth,Southeast Asia,22822,73
CRT-10924,Emerging,Other,1322,18
CRT-10925,Emerging,US,2125,100
CRT-10926,Emerging,India,798,48
CRT-10927,Growth,US,29953,43
CRT-10928,Established,UK,150932,63
CRT-10929,Established,India,127826,23
CRT-10930,Emerging,Other,3106,52
CRT-10931,Emerging,UK,1802,69
CRT-10932,Established,Southeast Asia,249748,5
CRT-10933,Growth,Other,16769,78
CRT-10934,Growth,US,23782,97
CRT-10935,Emerging,Canada,2165,93
CRT-10936,Emerging,Canada,1804,36
CRT-10937,Established,UK,926123,86
CRT-10938,Growth,UK,30029,110
CRT-10939,Emerging,US,786,37
CRT-10940,Established,Other,153109,29
CRT-10941,Growth,UK,17531,117
CRT-10942,Established,Canada,134885,80
CRT-10943,Growth,Other,28278,11
CRT-10944,Growth,Southeast Asia,21335,55
CRT-10945,Established,Other,443143,110
CRT-10946,Large,US,3673685,3
CRT-10947,Large,US,3630378,103
CRT-10948,Established,India,170906,74
CRT-10949,Growth,US,42485,73
CRT-10950,Emerging,Southeast Asia,3036,4
CRT-10951,Emerging,US,4801,90
CRT-10952,Established,UK,143676,7
CRT-10953,Emerging,Other,1351,43
CRT-10954,Growth,Canada,18482,80
CRT-10955,Established,India,968564,114
CRT-10956,Large,Other,1721476,60
CRT-10957,Established,Canada,427403,82
CRT-10958,Growth,Other,29094,106
CRT-10959,Growth,US,41760,106
CRT-10960,Large,UK,1962755,55
CRT-10961,Emerging,US,2803,103
CRT-10962,Emerging,US,1670,119
CRT-10963,Large,US,6541105,49
CRT-10964,Growth,UK,31354,3
CRT-10965,Growth,US,18746,19
CRT-10966,Emerging,India,2027,111
CRT-10967,Growth,UK,27027,86
CRT-10968,Established,India,109978,27
CRT-10969,Growth,India,32520,85
CRT-10970,Emerging,Other,817,23
CRT-10971,Growth,Other,23911,106
CRT-10972,Established,Other,203750,59
CRT-10973,Established,Canada,100000,103
CRT-10974,Emerging,US,948,79
CRT-10975,Growth,US,42697,26
CRT-10976,Emerging,India,1148,75
CRT-10977,Growth,Other,10395,81
CRT-10978,Emerging,US,1254,43
CRT-10979,Growth,US,34251,66
CRT-10980,Growth,Canada,23180,74
CRT-10981,Emerging,Southeast Asia,1083,8
CRT-10982,Emerging,India,937,55
CRT-10983,Emerging,Other,2200,89
CRT-10984,Emerging,Southeast Asia,693,25
CRT-10985,Growth,Other,35352,19
CRT-10986,Emerging,India,1081,5
CRT-10987,Emerging,India,3650,84
CRT-10988,Large,US,1411665,79
CRT-10989,Emerging,India,550,4
CRT-10990,Established,US,288168,72
CRT-10991,Growth,US,34419,47
CRT-10992,Growth,US,33055,61
CRT-10993,Growth,India,41078,78
CRT-10994,Emerging,US,600,55
CRT-10995,Established,US,123867,47
CRT-10996,Established,India,438805,61
CRT-10997,Emerging,US,1897,113
CRT-10998,Growth,US,21421,14
CRT-10999,Growth,Other,11138,43
CRT-11000,Established,India,100000,82
CRT-11001,Established,Other,111919,58
CRT-11002,Emerging,US,854,104
CRT-11003,Established,India,238779,34
CRT-11004,Large,US,1000000,14
CRT-11005,Growth,India,20662,26
CRT-11006,Emerging,Other,487,93
CRT-11007,Established,Other,154381,74
CRT-11008,Growth,Southeast Asia,88639,51
CRT-11009,Emerging,US,3468,27
CRT-11010,Established,Canada,280443,95
CRT-11011,Growth,UK,20720,40
CRT-11012,Established,India,104176,61
CRT-11013,Growth,India,25762,98
CRT-11014,Emerging,India,386,27
CRT-11015,Large,India,3121072,47
CRT-11016,Growth,Southeast Asia,24364,50
CRT-11017,Growth,US,26535,11
CRT-11018,Emerging,Southeast Asia,353,15
CRT-11019,Emerging,India,1393,29
CRT-11020,Growth,India,23872,3
CRT-11021,Emerging,India,623,52
CRT-11022,Established,UK,227447,4
CRT-11023,Large,India,1500103,75
CRT-11024,Growth,US,31174,116
CRT-11025,Emerging,India,2196,64
CRT-11026,Growth,US,15639,119
CRT-11027,Emerging,India,1459,64
CRT-11028,Established,Southeast Asia,209586,5
CRT-11029,Growth,India,50102,50
CRT-11030,Established,India,329257,23
CRT-11031,Emerging,US,1013,59
CRT-11032,Emerging,India,952,59
CRT-11033,Large,US,2201719,88
CRT-11034,Growth,Other,15339,78
CRT-11035,Established,Southeast Asia,110837,21
CRT-11036,Established,UK,150131,21
CRT-11037,Growth,US,10000,20
CRT-11038,Growth,Other,16402,26
CRT-11039,Growth,Southeast Asia,22785,118
CRT-11040,Established,India,999999,62
CRT-11041,Large,UK,1263137,28
CRT-11042,Emerging,India,2271,6
CRT-11043,Growth,Other,24366,61
CRT-11044,Emerging,US,1904,65
CRT-11045,Growth,Other,15658,75
CRT-11046,Established,Other,100000,106
CRT-11047,Established,India,454253,48
CRT-11048,Emerging,Other,462,119
CRT-11049,Emerging,US,4389,59
CRT-11050,Emerging,UK,995,65
CRT-11051,Emerging,India,691,115
CRT-11052,Emerging,India,886,45
CRT-11053,Established,India,519854,6
CRT-11054,Emerging,Southeast Asia,766,93
CRT-11055,Emerging,Southeast Asia,986,74
CRT-11056,Growth,US,43810,109
CRT-11057,Emerging,India,1956,109
CRT-11058,Emerging,US,7058,58
CRT-11059,Established,UK,399985,85
CRT-11060,Emerging,US,767,102
CRT-11061,Emerging,India,3797,92
CRT-11062,Growth,Other,10289,52
CRT-11063,Emerging,Other,2480,51
CRT-11064,Emerging,Southeast Asia,793,55
CRT-11065,Emerging,US,2157,87
CRT-11066,Emerging,Southeast Asia,6443,70
CRT-11067,Established,India,100000,16
CRT-11068,Emerging,US,2802,52
CRT-11069,Emerging,Other,2623,41
CRT-11070,Emerging,India,2271,31
CRT-11071,Large,India,1000000,109
CRT-11072,Emerging,Southeast Asia,1246,105
CRT-11073,Established,Other,111543,75
CRT-11074,Emerging,Canada,1889,115
CRT-11075,Large,US,1000000,24
CRT-11076,Emerging,UK,944,66
CRT-11077,Emerging,Other,2217,83
CRT-11078,Growth,UK,18650,95
CRT-11079,Emerging,US,975,47
CRT-11080,Growth,Southeast Asia,17098,28
CRT-11081,Growth,Other,30587,50
CRT-11082,Growth,US,25113,84
CRT-11083,Emerging,Southeast Asia,745,114
CRT-11084,Growth,UK,19626,37
CRT-11085,Emerging,UK,1520,42
CRT-11086,Large,US,1000000,21
CRT-11087,Growth,US,26313,44
CRT-11088,Growth,Southeast Asia,27353,59
CRT-11089,Established,US,218310,68
CRT-11090,Growth,India,20637,4
CRT-11091,Growth,India,36407,20
CRT-11092,Emerging,US,2890,35
CRT-11093,Growth,Southeast Asia,37185,59
CRT-11094,Emerging,Other,1584,27
CRT-11095,Emerging,India,427,14
CRT-11096,Established,US,543263,60
CRT-11097,Emerging,US,1403,117
CRT-11098,Growth,Southeast Asia,31442,60
CRT-11099,Emerging,India,762,109
CRT-11100,Emerging,Other,1127,82
CRT-11101,Established,UK,403378,95
CRT-11102,Emerging,India,2505,15
CRT-11103,Growth,India,23025,94
CRT-11104,Growth,Southeast Asia,57747,53
CRT-11105,Established,US,108492,98
CRT-11106,Emerging,India,349,6
CRT-11107,Established,US,100000,34
CRT-11108,Growth,Southeast Asia,40033,97
CRT-11109,Emerging,Southeast Asia,767,8
CRT-11110,Emerging,Other,1197,108
CRT-11111,Emerging,US,3214,21
CRT-11112,Growth,Other,31709,119
CRT-11113,Emerging,Southeast Asia,518,101
CRT-11114,Emerging,Canada,4911,63
CRT-11115,Growth,Southeast Asia,23260,5
CRT-11116,Growth,Other,26069,102
CRT-11117,Emerging,UK,757,5
CRT-11118,Emerging,US,548,56
CRT-11119,Emerging,India,1610,90
CRT-11120,Growth,Other,13086,25
CRT-11121,Established,India,189122,6
CRT-11122,Growth,Other,59438,101
CRT-11123,Growth,Other,39168,101
CRT-11124,Emerging,India,1575,6
CRT-11125,Large,Other,1000000,16
CRT-11126,Emerging,India,1275,72
CRT-11127,Emerging,US,708,1
CRT-11128,Emerging,UK,4246,113
CRT-11129,Emerging,Other,916,51
CRT-11130,Established,India,124046,33
CRT-11131,Emerging,US,1125,28
CRT-11132,Emerging,Southeast Asia,716,31
CRT-11133,Emerging,Canada,1617,91
CRT-11134,Large,UK,7094928,13
CRT-11135,Established,India,199646,69
CRT-11136,Established,India,114271,61
CRT-11137,Established,Southeast Asia,180807,26
CRT-11138,Established,US,100000,77
CRT-11139,Growth,Other,99999,43
CRT-11140,Emerging,US,5657,62
CRT-11141,Emerging,India,3632,26
CRT-11142,Emerging,Other,2443,41
CRT-11143,Growth,Southeast Asia,24766,89
CRT-11144,Emerging,Canada,1194,52
CRT-11145,Emerging,US,1122,74
CRT-11146,Growth,India,88294,101
CRT-11147,Emerging,UK,1148,80
CRT-11148,Emerging,Other,852,114
CRT-11149,Emerging,UK,1231,36
CRT-11150,Growth,US,34838,40
CRT-11151,Emerging,US,100,30
CRT-11152,Emerging,Other,1834,77
CRT-11153,Emerging,Southeast Asia,175,92
CRT-11154,Growth,US,56164,99
CRT-11155,Emerging,India,337,40
CRT-11156,Emerging,US,704,77
CRT-11157,Established,US,100000,30
CRT-11158,Established,Other,585657,107
CRT-11159,Emerging,Southeast Asia,1326,10
CRT-11160,Emerging,US,7952,80
CRT-11161,Emerging,Other,6570,36
CRT-11162,Growth,Other,50243,30
CRT-11163,Emerging,Other,436,4
CRT-11164,Established,Canada,219539,73
CRT-11165,Established,Other,451227,29
CRT-11166,Growth,US,32676,68
CRT-11167,Emerging,Other,996,37
CRT-11168,Established,India,245467,41
CRT-11169,Growth,US,33652,22
CRT-11170,Established,US,100000,10
CRT-11171,Emerging,US,851,105
CRT-11172,Growth,Canada,37293,100
CRT-11173,Established,Other,335921,81
CRT-11174,Large,US,2351043,96
CRT-11175,Growth,Other,21939,106
CRT-11176,Growth,Canada,24440,4
CRT-11177,Emerging,US,732,45
CRT-11178,Growth,Canada,25539,88
CRT-11179,Established,US,331056,6
CRT-11180,Growth,US,90589,79
CRT-11181,Emerging,Southeast Asia,511,76
CRT-11182,Emerging,Other,3690,44
CRT-11183,Growth,US,32578,105
CRT-11184,Established,India,100000,95
CRT-11185,Emerging,Southeast Asia,1238,83
CRT-11186,Emerging,Canada,1157,100
CRT-11187,Established,Other,198596,16
CRT-11188,Growth,India,45428,104
CRT-11189,Emerging,Other,6502,72
CRT-11190,Emerging,Southeast Asia,3774,10
CRT-11191,Emerging,US,1588,68
CRT-11192,Emerging,Southeast Asia,1735,46
CRT-11193,Growth,India,76075,72
CRT-11194,Growth,UK,15845,4
CRT-11195,Growth,US,50063,1
CRT-11196,Growth,US,15159,88
CRT-11197,Emerging,Other,395,98
CRT-11198,Emerging,Other,2219,51
CRT-11199,Emerging,India,355,43
CRT-11200,Emerging,Canada,978,90
CRT-11201,Growth,Other,53483,37
CRT-11202,Emerging,US,644,96
CRT-11203,Growth,Southeast Asia,66064,69
CRT-11204,Emerging,US,220,8
CRT-11205,Emerging,Other,3088,83
CRT-11206,Emerging,US,442,114
CRT-11207,Growth,Canada,24412,92
CRT-11208,Growth,US,29967,60
CRT-11209,Established,India,167815,75
CRT-11210,Emerging,Other,1090,117
CRT-11211,Growth,US,13024,65
CRT-11212,Established,Other,464625,17
CRT-11213,Emerging,US,500,21
CRT-11214,Emerging,Southeast Asia,500,43
CRT-11215,Emerging,Canada,1239,103
CRT-11216,Emerging,US,767,55
CRT-11217,Established,Southeast Asia,328781,85
CRT-11218,Emerging,Southeast Asia,874,113
CRT-11219,Growth,Southeast Asia,26887,81
CRT-11220,Growth,UK,28488,13
CRT-11221,Emerging,India,2919,113
CRT-11222,Growth,US,20664,66
CRT-11223,Emerging,US,351,54
CRT-11224,Growth,Other,17947,16
CRT-11225,Emerging,India,3327,56
CRT-11226,Emerging,US,1769,27
CRT-11227,Emerging,US,995,47
CRT-11228,Growth,Canada,27738,73
CRT-11229,Growth,Southeast Asia,23557,17
CRT-11230,Growth,US,39888,34
CRT-11231,Emerging,Other,1754,66
CRT-11232,Large,Other,1631125,35
CRT-11233,Emerging,Other,2790,61
CRT-11234,Established,Southeast Asia,402754,81
CRT-11235,Growth,India,16989,33
CRT-11236,Growth,US,17145,97
CRT-11237,Emerging,India,9143,35
CRT-11238,Growth,Southeast Asia,36792,5
CRT-11239,Growth,US,61986,105
CRT-11240,Emerging,India,2735,27
CRT-11241,Established,Southeast Asia,261883,49
CRT-11242,Emerging,Canada,242,64
CRT-11243,Growth,US,14609,91
CRT-11244,Growth,Other,37240,110
CRT-11245,Established,India,115501,50
CRT-11246,Growth,Southeast Asia,24980,45
CRT-11247,Emerging,Other,2774,25
CRT-11248,Growth,US,28791,35
CRT-11249,Emerging,Other,1842,68
CRT-11250,Growth,Other,53851,12
CRT-11251,Growth,Other,56584,104
CRT-11252,Established,India,192184,26
CRT-11253,Emerging,US,3711,71
CRT-11254,Emerging,US,621,60
CRT-11255,Growth,Canada,30133,22
CRT-11256,Emerging,US,2106,36
CRT-11257,Emerging,India,1231,63
CRT-11258,Emerging,Other,1121,72
CRT-11259,Growth,India,15371,21
CRT-11260,Emerging,US,1301,37
CRT-11261,Growth,Canada,12037,58
CRT-11262,Established,US,183522,29
CRT-11263,Growth,Southeast Asia,27726,18
CRT-11264,Emerging,US,2431,78
CRT-11265,Emerging,India,522,24
CRT-11266,Emerging,US,1757,88
CRT-11267,Growth,Canada,35769,18
CRT-11268,Growth,India,26608,111
CRT-11269,Emerging,India,1915,64
CRT-11270,Emerging,Other,1662,68
CRT-11271,Emerging,Other,167,49
CRT-11272,Emerging,Southeast Asia,640,114
CRT-11273,Large,Other,8885475,9
CRT-11274,Emerging,US,2263,26
CRT-11275,Emerging,Southeast Asia,827,88
CRT-11276,Emerging,Other,1795,64
CRT-11277,Emerging,Southeast Asia,2365,65
CRT-11278,Emerging,India,4595,56
CRT-11279,Emerging,Other,980,61
CRT-11280,Emerging,US,831,84
CRT-11281,Emerging,US,899,62
CRT-11282,Growth,Canada,20217,28
CRT-11283,Growth,US,19880,100
CRT-11284,Emerging,US,1556,16
CRT-11285,Established,India,154410,111
CRT-11286,Emerging,India,1274,53
CRT-11287,Large,India,7353237,58
CRT-11288,Established,Canada,111889,82
CRT-11289,Emerging,Southeast Asia,1753,101
CRT-11290,Emerging,UK,539,87
CRT-11291,Established,US,346697,20
CRT-11292,Emerging,India,3278,81
CRT-11293,Emerging,Other,669,92
CRT-11294,Growth,India,18997,78
CRT-11295,Growth,US,37547,47
CRT-11296,Established,Other,168603,20
CRT-11297,Growth,India,54643,12
CRT-11298,Established,India,100000,95
CRT-11299,Growth,US,46097,105
CRT-11300,Growth,UK,82352,68
CRT-11301,Growth,US,32729,107
CRT-11302,Large,Southeast Asia,1269553,9
CRT-11303,Large,Canada,1150869,111
CRT-11304,Established,UK,180373,31
CRT-11305,Established,US,298235,46
CRT-11306,Growth,US,12749,32
CRT-11307,Emerging,Other,1045,45
CRT-11308,Established,Other,215123,16
CRT-11309,Emerging,US,4643,60
CRT-11310,Emerging,India,5939,17
CRT-11311,Emerging,UK,1205,21
CRT-11312,Growth,Other,15457,107
CRT-11313,Growth,Other,28855,14
CRT-11314,Emerging,UK,1541,54
CRT-11315,Emerging,US,3459,62
CRT-11316,Emerging,Canada,939,50
CRT-11317,Emerging,Other,607,60
CRT-11318,Emerging,India,1327,98
CRT-11319,Growth,India,22696,43
CRT-11320,Emerging,US,998,44
CRT-11321,Emerging,India,668,24
CRT-11322,Emerging,Other,490,39
CRT-11323,Growth,US,36504,105
CRT-11324,Established,Canada,232909,25
CRT-11325,Emerging,US,704,23
CRT-11326,Emerging,US,2581,11
CRT-11327,Growth,Southeast Asia,10707,118
CRT-11328,Emerging,US,966,24
CRT-11329,Established,UK,226208,25
CRT-11330,Large,India,4305886,99
CRT-11331,Growth,Canada,20378,107
CRT-11332,Large,Other,4354959,68
CRT-11333,Emerging,India,795,36
CRT-11334,Emerging,US,2584,71
CRT-11335,Emerging,Other,5144,98
CRT-11336,Emerging,US,601,45
CRT-11337,Emerging,US,1511,96
CRT-11338,Growth,Other,35253,59
CRT-11339,Growth,US,14441,83
CRT-11340,Emerging,Southeast Asia,1893,80
CRT-11341,Growth,US,20267,53
CRT-11342,Emerging,UK,682,50
CRT-11343,Emerging,UK,954,98
CRT-11344,Emerging,Southeast Asia,900,40
CRT-11345,Growth,Southeast Asia,40148,79
CRT-11346,Growth,US,26890,31
CRT-11347,Growth,US,85422,80
CRT-11348,Emerging,Other,872,26
CRT-11349,Emerging,Other,1956,61
CRT-11350,Large,Canada,1784294,69
CRT-11351,Emerging,UK,482,18
CRT-11352,Emerging,India,4780,9
